"ID","a","b","c","d","e","f","g","h","predict"
"F00072772",410,0,0,2,20,6,13,1,0
"F00072773",410,0,0,2,20,11,11,1,0
"F00072774",410,0,0,2,20,15,12,2,0
"F00072775",411,0,0,2,20,20,9,1,0
"F00072778",411,0,0,2,20,26,3,2,0
"F00072780",410,0,0,2,25,27,1,2,0
"F00072781",410,0,0,2,30,NA,4,1,0
"F00072782",411,0,0,2,30,29,3,3,0
"F00072784",410,0,0,2,50,14,13,2,0
"F00072786",410,0,0,2,50,20,15,1,0
"F00072788",411,0,0,2,45,21,3,2,1
"F00072791",448,0,0,2,15,15,2,2,0
"F00072792",448,0,0,2,15,19,12,3,0
"F00072793",448,0,0,2,15,22,7,2,0
"F00072794",448,0,0,2,20,14,3,2,0
"F00072797",448,0,0,2,20,20,6,2,0
"F00072800",448,0,0,2,40,14,14,1,0
"F00072801",448,0,0,2,45,25,5,2,0
"F00072803",448,0,0,2,80,25,6,1,0
"F00072804",488,0,0,2,5,13,17,2,0
"F00072805",488,0,0,2,5,33,2,3,0
"F00072808",489,0,0,2,20,9,17,1,0
"F00072809",488,0,0,2,20,25,2,1,0
"F00072810",488,0,0,2,25,NA,15,2,0
"F00072811",488,0,0,2,30,14,16,2,0
"F00072812",488,0,0,2,40,NA,15,2,0
"F00072813",488,0,0,2,40,17,17,2,0
"F00072815",488,0,0,2,40,22,14,1,0
"F00072816",488,0,0,2,40,25,5,2,0
"F00072817",489,0,0,2,40,32,4,2,0
"F00072818",488,0,0,2,50,13,16,2,0
"F00072819",488,0,0,2,50,NA,3,1,0
"F00072820",488,0,0,2,60,32,3,2,0
"F00072821",531,0,0,2,10,15,8,2,0
"F00072822",531,0,0,2,10,20,8,2,0
"F00072824",531,0,0,2,20,13,18,3,0
"F00072825",531,0,0,2,20,14,18,3,0
"F00072828",531,0,0,2,20,17,11,1,0
"F00072829",531,0,0,2,20,NA,15,1,0
"F00072831",531,0,0,2,20,24,8,1,0
"F00072832",531,0,0,2,20,27,5,2,0
"F00072833",531,0,0,2,25,16,14,3,0
"F00072835",531,0,0,2,25,28,0,1,0
"F00072836",531,0,0,2,30,18,14,2,0
"F00072843",531,0,0,2,15,29,4,1,1
"F00072844",577,0,0,2,5,25,10,2,0
"F00072845",577,0,0,2,15,32,3,2,0
"F00072846",577,0,0,2,20,12,14,1,0
"F00072847",577,0,0,2,20,27,2,2,0
"F00072848",577,0,0,2,20,NA,1,2,0
"F00072851",577,0,0,2,40,20,4,3,0
"F00072854",577,0,0,2,40,24,9,2,0
"F00072855",577,0,0,2,40,24,10,2,0
"F00072856",577,0,0,2,40,28,3,2,0
"F00072857",577,0,0,2,60,10,19,2,0
"F00072860",577,0,0,2,60,20,10,2,0
"F00072861",577,0,0,2,60,21,11,2,0
"F00072863",577,0,0,2,45,26,10,2,1
"F00072864",626,0,0,2,10,14,15,2,0
"F00072865",625,0,0,2,10,17,18,2,0
"F00072866",625,0,0,2,10,NA,9,2,0
"F00072868",625,0,0,2,15,30,6,3,0
"F00072869",626,0,0,2,20,12,18,3,0
"F00072871",625,0,0,2,20,16,19,1,0
"F00072872",625,0,0,2,20,26,10,2,0
"F00072873",625,0,0,2,20,NA,5,2,0
"F00072874",625,0,0,2,20,36,0,2,0
"F00072875",626,0,0,2,25,18,11,1,0
"F00072877",625,0,0,2,25,20,10,3,0
"F00072878",626,0,0,2,25,38,4,3,0
"F00072879",625,0,0,2,30,16,13,1,0
"F00072883",625,0,0,2,30,35,1,2,0
"F00072884",625,0,0,2,40,24,8,2,0
"F00072885",625,0,0,2,40,29,5,2,0
"F00072887",625,0,0,2,80,28,6,1,0
"F00072888",677,0,0,2,10,10,21,1,0
"F00072889",677,0,0,2,10,18,16,1,0
"F00072890",677,0,0,2,15,NA,12,2,0
"F00072893",677,0,0,2,20,13,13,1,0
"F00072897",677,0,0,2,20,22,19,2,0
"F00072901",677,0,0,2,40,10,10,3,0
"F00072902",677,0,0,2,40,15,14,2,0
"F00072904",677,0,0,2,40,28,11,2,0
"F00072908",677,0,0,2,50,36,3,2,0
"F00072910",677,0,0,2,60,26,9,1,0
"F00072911",731,0,0,2,25,30,6,1,0
"F00072914",731,0,0,2,5,21,9,2,0
"F00072917",732,0,0,2,10,27,6,2,0
"F00072919",731,0,0,2,20,NA,22,2,0
"F00072920",731,0,0,2,20,13,20,2,0
"F00072921",732,0,0,2,20,15,14,1,0
"F00072924",731,0,0,2,20,23,14,3,0
"F00072928",731,0,0,2,25,29,5,2,0
"F00072932",732,0,0,2,30,28,4,2,0
"F00072933",731,0,0,2,30,31,7,3,0
"F00072934",731,0,0,2,30,37,0,2,0
"F00072935",731,0,0,2,40,16,15,2,0
"F00072936",732,0,0,2,40,20,12,2,0
"F00072938",732,0,0,2,40,32,2,2,0
"F00072939",732,0,0,2,50,28,9,2,0
"F00072940",732,0,0,2,60,16,17,2,0
"F00072942",732,0,0,2,60,32,5,2,0
"F00072944",731,0,0,2,60,24,12,2,1
"F00072945",732,0,0,2,5,14,22,2,1
"F00072946",789,0,0,2,20,34,5,1,0
"F00072947",790,0,0,2,10,17,13,2,0
"F00072948",790,0,0,2,10,17,18,3,0
"F00072950",789,0,0,2,15,9,19,2,0
"F00072953",789,0,0,2,15,NA,14,2,0
"F00072954",790,0,0,2,15,27,8,2,0
"F00072955",789,0,0,2,15,30,12,1,0
"F00072956",790,0,0,2,20,14,10,2,0
"F00072958",790,0,0,2,20,18,18,2,0
"F00072959",789,0,0,2,20,20,23,2,0
"F00072961",790,0,0,2,20,29,8,3,0
"F00072964",789,0,0,2,20,35,1,1,0
"F00072968",790,0,0,2,25,29,4,2,0
"F00072969",789,0,0,2,30,25,3,2,0
"F00072970",790,0,0,2,30,33,2,2,0
"F00072971",790,0,0,2,35,39,0,1,0
"F00072975",790,0,0,2,40,35,5,2,0
"F00072977",790,0,0,2,45,19,4,2,0
"F00072979",789,0,0,2,60,32,4,1,0
"F00072984",789,0,0,2,80,NA,6,1,0
"F00072986",851,0,0,2,5,NA,20,1,0
"F00072988",851,0,0,2,10,24,12,1,0
"F00072989",851,0,0,2,10,37,1,1,0
"F00072991",850,0,0,2,15,37,1,3,0
"F00072992",851,0,0,2,20,9,15,2,0
"F00072993",851,0,0,2,20,10,24,3,0
"F00072994",851,0,0,2,20,13,16,1,0
"F00072995",851,0,0,2,20,16,8,3,0
"F00072996",851,0,0,2,20,20,6,3,0
"F00072997",850,0,0,2,20,20,15,3,0
"F00072999",851,0,0,2,20,29,17,3,0
"F00073001",851,0,0,2,30,14,20,2,0
"F00073003",851,0,0,2,30,32,9,1,0
"F00073005",851,0,0,2,30,34,3,1,0
"F00073006",850,0,0,2,30,34,9,3,0
"F00073008",851,0,0,2,40,24,12,2,0
"F00073009",851,0,0,2,40,31,4,2,0
"F00073010",851,0,0,2,50,34,3,1,0
"F00073011",851,0,0,2,40,30,5,2,1
"F00073013",915,0,0,2,10,NA,25,2,0
"F00073015",915,0,0,2,10,30,5,1,0
"F00073016",915,0,0,2,10,36,1,1,0
"F00073019",915,0,0,2,15,25,15,2,0
"F00073020",916,0,0,2,20,13,25,1,0
"F00073021",915,0,0,2,20,18,23,3,0
"F00073022",915,0,0,2,20,20,20,2,0
"F00073023",915,0,0,2,20,25,15,1,0
"F00073024",916,0,0,2,20,25,18,3,0
"F00073025",915,0,0,2,20,26,11,1,0
"F00073028",916,0,0,2,20,32,3,3,0
"F00073029",916,0,0,2,20,39,0,3,0
"F00073031",915,0,0,2,30,30,7,2,0
"F00073035",915,0,0,2,40,21,20,1,0
"F00073037",915,0,0,2,45,30,10,2,0
"F00073038",915,0,0,2,50,24,18,1,0
"F00073039",915,0,0,2,50,28,7,1,0
"F00073040",916,0,0,2,50,36,3,3,0
"F00073041",915,0,0,2,50,37,4,2,0
"F00073042",916,0,0,2,60,NA,16,2,0
"F00073044",916,0,0,2,80,16,20,1,0
"F00073046",916,0,0,2,80,30,8,2,0
"F00073047",916,0,0,2,10,18,10,2,1
"F00073048",984,0,0,2,5,13,26,1,0
"F00073050",984,0,0,2,10,12,26,3,0
"F00073051",984,0,0,2,10,16,24,1,0
"F00073053",984,0,0,2,10,20,16,1,0
"F00073058",984,0,0,2,15,27,13,2,0
"F00073059",984,0,0,2,15,30,10,2,0
"F00073060",984,0,0,2,20,12,26,2,0
"F00073064",984,0,0,2,20,33,6,1,0
"F00073066",984,0,0,2,20,NA,6,2,0
"F00073067",984,0,0,2,25,24,18,1,0
"F00073069",984,0,0,2,30,10,11,1,0
"F00073071",984,0,0,2,30,17,21,2,0
"F00073072",984,0,0,2,30,20,21,2,0
"F00073073",984,0,0,2,30,25,17,2,0
"F00073074",984,0,0,2,30,28,14,3,0
"F00073077",984,0,0,2,40,13,24,3,0
"F00073078",984,0,0,2,40,25,17,2,0
"F00073083",984,0,0,2,50,23,14,1,0
"F00073085",984,0,0,2,60,20,18,2,0
"F00073086",984,0,0,2,60,20,19,1,0
"F00073088",984,0,0,2,60,NA,7,2,0
"F00073089",984,0,0,2,60,34,6,2,0
"F00073090",984,0,0,2,60,39,5,1,0
"F00073094",1056,0,0,2,5,23,18,1,0
"F00073096",1056,0,0,2,10,15,26,2,0
"F00073097",1056,0,0,2,10,20,22,1,0
"F00073098",1056,0,0,2,10,31,10,1,0
"F00073099",1056,0,0,2,15,NA,15,3,0
"F00073100",1056,0,0,2,20,14,27,3,0
"F00073102",1056,0,0,2,20,24,18,1,0
"F00073103",1056,0,0,2,20,30,17,2,0
"F00073106",1056,0,0,2,20,42,2,2,0
"F00073107",1056,0,0,2,25,23,18,3,0
"F00073109",1056,0,0,2,30,21,21,1,0
"F00073110",1056,0,0,2,30,29,7,2,0
"F00073111",1056,0,0,2,30,41,1,2,0
"F00073113",1056,0,0,2,40,30,8,2,0
"F00073114",1056,0,0,2,40,41,1,1,0
"F00073117",1056,0,0,2,60,30,14,3,0
"F00073121",1056,0,0,2,80,NA,21,2,0
"F00073122",1056,0,0,2,80,23,20,2,0
"F00073123",1056,0,0,2,20,NA,9,1,1
"F00073124",1056,0,0,2,40,32,2,2,1
"F00073126",1132,0,0,2,5,17,23,2,0
"F00073127",1132,0,0,2,5,20,6,1,0
"F00073131",1132,0,0,2,10,23,14,1,0
"F00073133",1132,0,0,2,15,9,25,2,0
"F00073135",1132,0,0,2,20,NA,28,2,0
"F00073136",1132,0,0,2,20,15,2,1,0
"F00073138",1132,0,0,2,20,NA,16,1,0
"F00073139",1132,0,0,2,20,24,14,1,0
"F00073141",1132,0,0,2,20,29,9,1,0
"F00073143",1132,0,0,2,25,40,3,2,0
"F00073144",1132,0,0,2,30,14,28,2,0
"F00073145",1132,0,0,2,30,45,1,1,0
"F00073146",1132,0,0,2,35,23,18,1,0
"F00073147",1132,0,0,2,40,15,25,1,0
"F00073148",1132,0,0,2,40,20,18,3,0
"F00073151",1132,0,0,2,40,26,1,1,0
"F00073153",1132,0,0,2,40,27,10,3,0
"F00073154",1132,0,0,2,40,28,6,3,0
"F00073155",1132,0,0,2,40,30,9,2,0
"F00073156",1132,0,0,2,40,33,11,2,0
"F00073157",1132,0,0,2,40,36,14,1,0
"F00073159",1132,0,0,2,45,44,0,1,0
"F00073161",1132,0,0,2,60,16,21,2,0
"F00073166",1132,0,0,2,60,36,12,2,0
"F00073167",1132,0,0,2,60,38,3,3,0
"F00073169",1132,0,0,2,75,33,13,1,0
"F00073172",1132,0,0,2,25,26,7,3,1
"F00073173",1132,0,0,2,25,NA,13,2,1
"F00073178",1212,0,0,2,10,15,22,2,0
"F00073180",1212,0,0,2,10,26,19,2,0
"F00073185",1212,0,0,2,15,35,4,3,0
"F00073186",1212,0,0,2,20,12,29,3,0
"F00073187",1212,0,0,2,20,13,24,3,0
"F00073188",1212,0,0,2,20,17,22,3,0
"F00073189",1212,0,0,2,20,18,23,1,0
"F00073192",1212,0,0,2,20,27,22,1,0
"F00073193",1212,0,0,2,20,NA,10,2,0
"F00073199",1212,0,0,2,20,50,1,2,0
"F00073201",1212,0,0,2,25,19,21,2,0
"F00073203",1212,0,0,2,30,NA,3,1,0
"F00073205",1212,0,0,2,30,39,0,2,0
"F00073206",1212,0,0,2,30,42,0,1,0
"F00073213",1212,0,0,2,40,NA,3,2,0
"F00073214",1212,0,0,2,50,30,14,1,0
"F00073215",1212,0,0,2,50,34,2,2,0
"F00073216",1212,0,0,2,50,34,12,2,0
"F00073218",1212,0,0,2,60,28,15,2,0
"F00073220",1212,0,0,2,40,25,16,3,1
"F00073223",1212,0,0,2,20,35,7,3,1
"F00073226",1296,0,0,2,5,15,25,2,0
"F00073227",1297,0,0,2,15,12,30,3,0
"F00073232",1296,0,0,2,20,13,26,3,0
"F00073236",1297,0,0,2,20,22,17,2,0
"F00073237",1296,0,0,2,20,25,17,2,0
"F00073238",1296,0,0,2,20,29,6,2,0
"F00073242",1297,0,0,2,20,32,16,2,0
"F00073245",1296,0,0,2,25,27,17,1,0
"F00073246",1297,0,0,2,30,14,14,3,0
"F00073247",1296,0,0,2,30,20,15,3,0
"F00073248",1296,0,0,2,30,NA,5,3,0
"F00073249",1297,0,0,2,30,NA,3,2,0
"F00073250",1296,0,0,2,30,44,2,2,0
"F00073252",1296,0,0,2,40,25,24,3,0
"F00073253",1296,0,0,2,40,30,15,2,0
"F00073255",1297,0,0,2,40,35,12,2,0
"F00073256",1297,0,0,2,40,38,8,2,0
"F00073257",1297,0,0,2,50,38,2,2,0
"F00073261",1296,0,0,2,10,18,20,2,1
"F00073262",1296,0,0,2,20,32,10,1,1
"F00073263",1297,0,0,2,40,34,6,3,1
"F00073266",1385,0,0,2,5,15,25,3,0
"F00073267",1385,0,0,2,10,16,31,3,0
"F00073269",1385,0,0,2,10,21,26,2,0
"F00073270",1385,0,0,2,10,26,16,2,0
"F00073271",1385,0,0,2,10,28,15,1,0
"F00073273",1385,0,0,2,15,24,16,3,0
"F00073275",1385,0,0,2,15,30,15,2,0
"F00073276",1385,0,0,2,15,35,4,2,0
"F00073277",1385,0,0,2,20,10,31,2,0
"F00073281",1385,0,0,2,20,20,11,1,0
"F00073282",1385,0,0,2,20,22,23,2,0
"F00073285",1385,0,0,2,20,26,20,2,0
"F00073286",1385,0,0,2,20,NA,13,2,0
"F00073287",1385,0,0,2,20,NA,14,2,0
"F00073288",1385,0,0,2,20,37,14,2,0
"F00073289",1385,0,0,2,20,44,0,2,0
"F00073290",1385,0,0,2,20,46,0,2,0
"F00073293",1385,0,0,2,30,8,16,3,0
"F00073294",1385,0,0,2,30,33,11,2,0
"F00073297",1385,0,0,2,40,19,23,3,0
"F00073298",1385,0,0,2,40,22,16,2,0
"F00073299",1385,0,0,2,40,26,17,2,0
"F00073301",1385,0,0,2,40,37,8,2,0
"F00073302",1385,0,0,2,45,35,12,3,0
"F00073304",1385,0,0,2,50,40,11,1,0
"F00073306",1385,0,0,2,60,30,14,2,0
"F00073307",1385,0,0,2,60,31,14,2,0
"F00073308",1385,0,0,2,60,32,11,1,0
"F00073314",1385,0,0,2,20,15,28,3,1
"F00073315",1385,0,0,2,20,22,18,2,1
"F00073316",1385,0,0,2,20,NA,3,2,1
"F00073319",1478,0,0,2,10,13,32,3,0
"F00073320",1478,0,0,2,10,20,24,2,0
"F00073321",1478,0,0,2,10,25,9,1,0
"F00073323",1478,0,0,2,10,25,21,2,0
"F00073324",1478,0,0,2,10,41,4,2,0
"F00073325",1478,0,0,2,10,NA,6,2,0
"F00073327",1478,0,0,2,20,23,22,1,0
"F00073328",1478,0,0,2,20,NA,1,2,0
"F00073329",1478,0,0,2,20,27,16,1,0
"F00073330",1478,0,0,2,20,32,17,3,0
"F00073331",1478,0,0,2,20,34,9,2,0
"F00073332",1478,0,0,2,20,39,7,2,0
"F00073333",1478,0,0,2,20,40,0,1,0
"F00073334",1478,0,0,2,20,45,5,3,0
"F00073335",1478,0,0,2,25,39,5,3,0
"F00073336",1478,0,0,2,30,19,20,1,0
"F00073337",1478,0,0,2,30,30,7,1,0
"F00073339",1478,0,0,2,35,32,12,1,0
"F00073340",1478,0,0,2,35,37,12,2,0
"F00073341",1478,0,0,2,40,16,30,3,0
"F00073343",1478,0,0,2,40,33,5,2,0
"F00073344",1478,0,0,2,40,40,3,2,0
"F00073346",1478,0,0,2,45,20,18,3,0
"F00073350",1478,0,0,2,60,NA,22,2,0
"F00073351",1478,0,0,2,60,22,18,2,0
"F00073353",1478,0,0,2,60,29,17,1,0
"F00073354",1478,0,0,2,60,38,8,3,0
"F00073356",1478,0,0,2,60,46,0,2,0
"F00073357",1576,0,0,2,20,22,23,1,0
"F00073360",1575,0,0,2,10,29,16,2,0
"F00073361",1576,0,0,2,10,33,15,2,0
"F00073362",1576,0,0,2,10,38,1,2,0
"F00073363",1576,0,0,2,10,48,5,2,0
"F00073365",1575,0,0,2,15,30,6,3,0
"F00073367",1575,0,0,2,15,36,3,3,0
"F00073369",1575,0,0,2,20,22,24,2,0
"F00073370",1576,0,0,2,20,25,4,1,0
"F00073372",1576,0,0,2,20,38,8,3,0
"F00073373",1576,0,0,2,20,42,13,2,0
"F00073374",1576,0,0,2,25,29,13,2,0
"F00073377",1576,0,0,2,30,22,15,3,0
"F00073378",1576,0,0,2,30,38,6,1,0
"F00073380",1576,0,0,2,30,42,7,2,0
"F00073382",1576,0,0,2,30,NA,4,2,0
"F00073384",1576,0,0,2,40,33,16,1,0
"F00073386",1576,0,0,2,45,25,19,3,0
"F00073390",1576,0,0,2,40,19,19,2,1
"F00073391",1576,0,0,2,40,29,19,1,1
"F00073393",1575,0,0,2,30,NA,13,2,1
"F00073394",1575,0,0,2,20,35,6,2,1
"F00073395",1678,0,0,2,40,46,7,2,0
"F00073397",1678,0,0,2,10,14,25,1,0
"F00073400",1678,0,0,2,20,18,19,2,0
"F00073401",1678,0,0,2,20,20,22,2,0
"F00073402",1678,0,0,2,20,22,21,2,0
"F00073404",1678,0,0,2,20,26,22,1,0
"F00073405",1678,0,0,2,20,34,0,2,0
"F00073406",1678,0,0,2,20,37,1,2,0
"F00073407",1678,0,0,2,20,NA,5,3,0
"F00073408",1678,0,0,2,20,41,2,2,0
"F00073409",1678,0,0,2,30,10,11,1,0
"F00073410",1678,0,0,2,30,17,33,2,0
"F00073412",1678,0,0,2,30,24,22,1,0
"F00073413",1678,0,0,2,30,30,16,2,0
"F00073414",1678,0,0,2,30,40,8,2,0
"F00073416",1678,0,0,2,40,11,8,1,0
"F00073417",1678,0,0,2,40,17,30,1,0
"F00073419",1678,0,0,2,40,31,13,2,0
"F00073420",1678,0,0,2,40,NA,10,2,0
"F00073422",1678,0,0,2,50,22,27,3,0
"F00073423",1678,0,0,2,50,40,8,2,0
"F00073425",1678,0,0,2,20,23,24,3,1
"F00073426",1678,0,0,2,15,37,7,3,1
"F00073428",1678,0,0,2,20,15,32,2,1
"F00073432",1785,0,0,2,10,18,33,1,0
"F00073433",1786,0,0,2,10,24,17,2,0
"F00073435",1785,0,0,2,10,40,4,1,0
"F00073436",1785,0,0,2,20,17,30,2,0
"F00073437",1785,0,0,2,20,22,25,2,0
"F00073438",1786,0,0,2,20,22,28,2,0
"F00073442",1785,0,0,2,20,31,20,1,0
"F00073443",1786,0,0,2,20,34,15,3,0
"F00073445",1786,0,0,2,20,40,10,2,0
"F00073446",1786,0,0,2,20,42,15,2,0
"F00073448",1786,0,0,2,25,27,17,1,0
"F00073450",1786,0,0,2,30,19,31,3,0
"F00073451",1785,0,0,2,30,24,22,2,0
"F00073452",1785,0,0,2,30,24,24,3,0
"F00073453",1785,0,0,2,30,24,25,3,0
"F00073456",1786,0,0,2,40,18,24,2,0
"F00073457",1786,0,0,2,40,20,24,1,0
"F00073459",1785,0,0,2,40,25,22,3,0
"F00073461",1785,0,0,2,40,38,12,1,0
"F00073462",1786,0,0,2,40,NA,5,2,0
"F00073464",1786,0,0,2,40,44,1,2,0
"F00073467",1785,0,0,2,45,28,18,2,0
"F00073468",1785,0,0,2,50,NA,17,3,0
"F00073471",1785,0,0,2,60,44,3,2,0
"F00073473",1785,0,0,2,80,19,32,1,0
"F00073474",1786,0,0,2,50,40,7,2,1
"F00073477",1785,0,0,2,30,31,18,2,1
"F00073478",1786,0,0,2,40,23,24,1,1
"F00073481",1785,0,0,2,20,50,1,2,1
"F00073483",1898,0,0,2,5,26,24,1,0
"F00073484",1898,0,0,2,10,14,34,2,0
"F00073486",1898,0,0,2,10,15,35,3,0
"F00073488",1898,0,0,2,10,26,20,2,0
"F00073489",1898,0,0,2,10,35,10,1,0
"F00073490",1898,0,0,2,15,16,33,2,0
"F00073496",1898,0,0,2,15,34,15,2,0
"F00073498",1898,0,0,2,20,12,35,2,0
"F00073501",1898,0,0,2,20,29,18,3,0
"F00073502",1898,0,0,2,20,30,16,2,0
"F00073507",1898,0,0,2,25,NA,21,2,0
"F00073510",1898,0,0,2,30,35,11,2,0
"F00073511",1898,0,0,2,30,NA,14,2,0
"F00073512",1898,0,0,2,30,40,3,1,0
"F00073515",1898,0,0,2,40,22,25,2,0
"F00073516",1898,0,0,2,40,25,21,1,0
"F00073517",1898,0,0,2,40,26,22,2,0
"F00073518",1898,0,0,2,40,28,30,1,0
"F00073520",1898,0,0,2,40,42,9,1,0
"F00073521",1898,0,0,2,40,45,10,2,0
"F00073525",1898,0,0,2,50,39,15,1,0
"F00073526",1898,0,0,2,60,35,3,1,0
"F00073528",1898,0,0,2,60,38,7,2,0
"F00073529",1898,0,0,2,20,43,6,2,1
"F00073531",1898,0,0,2,30,38,6,2,2
"F00073532",1898,0,0,2,40,32,18,2,2
"F00073535",2016,0,0,2,10,NA,7,2,0
"F00073536",2016,0,0,2,10,14,32,1,0
"F00073537",2016,0,0,2,10,NA,29,1,0
"F00073539",2015,0,0,2,10,25,12,2,0
"F00073540",2015,0,0,2,10,40,11,2,0
"F00073542",2015,0,0,2,15,10,32,3,0
"F00073543",2016,0,0,2,15,48,4,2,0
"F00073544",2015,0,0,2,20,24,24,1,0
"F00073545",2015,0,0,2,20,26,20,1,0
"F00073546",2016,0,0,2,20,27,27,3,0
"F00073549",2015,0,0,2,20,38,9,3,0
"F00073551",2016,0,0,2,20,41,5,2,0
"F00073552",2016,0,0,2,30,5,20,2,0
"F00073555",2015,0,0,2,40,NA,25,2,0
"F00073556",2015,0,0,2,40,NA,14,3,0
"F00073557",2016,0,0,2,40,41,11,2,0
"F00073559",2016,0,0,2,60,48,5,2,0
"F00073560",2015,0,0,2,80,31,1,1,0
"F00073561",2016,0,0,2,50,36,17,1,1
"F00073563",2015,0,0,2,10,15,34,1,1
"F00073566",2016,0,0,2,30,51,2,2,1
"F00073569",2139,0,0,2,10,18,28,1,0
"F00073570",2138,0,0,2,10,20,29,2,0
"F00073574",2139,0,0,2,15,50,0,3,0
"F00073575",2139,0,0,2,20,15,31,2,0
"F00073578",2139,0,0,2,20,28,20,2,0
"F00073582",2138,0,0,2,20,39,14,2,0
"F00073583",2138,0,0,2,20,40,12,2,0
"F00073584",2139,0,0,2,20,54,1,1,0
"F00073585",2138,0,0,2,30,36,14,2,0
"F00073586",2139,0,0,2,30,49,4,3,0
"F00073587",2139,0,0,2,40,20,33,3,0
"F00073588",2138,0,0,2,40,40,9,2,0
"F00073589",2138,0,0,2,40,NA,11,1,0
"F00073593",2139,0,0,2,50,15,38,3,0
"F00073594",2138,0,0,2,60,28,28,2,0
"F00073595",2138,0,0,2,80,28,10,1,0
"F00073597",2138,0,0,2,10,37,13,2,1
"F00073598",2139,0,0,2,30,43,12,2,1
"F00073599",2139,0,0,2,80,50,3,1,1
"F00073600",2139,0,0,2,20,10,37,2,1
"F00073602",2138,0,0,2,80,44,8,2,1
"F00073603",2139,0,0,2,20,27,16,2,1
"F00073604",2138,0,0,2,40,NA,20,2,1
"F00073608",2267,0,0,2,5,NA,34,2,0
"F00073613",2267,0,0,2,20,11,39,2,0
"F00073615",2267,0,0,2,20,NA,10,3,0
"F00073617",2267,0,0,2,20,32,20,2,0
"F00073618",2267,0,0,2,20,42,6,3,0
"F00073625",2267,0,0,2,30,42,9,2,0
"F00073626",2267,0,0,2,30,52,2,1,0
"F00073627",2267,0,0,2,30,55,0,2,0
"F00073629",2267,0,0,2,40,33,16,2,0
"F00073631",2267,0,0,2,40,39,12,2,0
"F00073632",2267,0,0,2,60,20,29,1,0
"F00073633",2267,0,0,2,80,38,13,3,0
"F00073634",2267,0,0,2,5,30,19,3,1
"F00073637",2267,0,0,2,20,32,16,3,1
"F00073638",2267,0,0,2,20,NA,12,2,1
"F00073639",2267,0,0,2,60,60,1,2,1
"F00073640",2267,0,0,2,10,25,19,1,1
"F00073641",2267,0,0,2,20,NA,17,2,1
"F00073643",2402,0,0,2,5,15,37,3,0
"F00073645",2401,0,0,2,10,24,16,1,0
"F00073646",2402,0,0,2,10,28,26,3,0
"F00073650",2401,0,0,2,15,34,20,1,0
"F00073652",2401,0,0,2,15,40,16,3,0
"F00073653",2401,0,0,2,15,42,11,2,0
"F00073654",2402,0,0,2,20,10,30,2,0
"F00073661",2401,0,0,2,25,48,1,1,0
"F00073662",2401,0,0,2,25,49,2,2,0
"F00073663",2401,0,0,2,30,20,25,1,0
"F00073664",2402,0,0,2,30,40,10,3,0
"F00073667",2402,0,0,2,40,51,4,3,0
"F00073668",2402,0,0,2,60,35,20,2,0
"F00073669",2401,0,0,2,60,37,17,3,0
"F00073670",2401,0,0,2,30,38,7,2,1
"F00073672",2402,0,0,2,20,42,10,2,1
"F00073673",2401,0,0,2,20,46,5,2,1
"F00073674",2401,0,0,2,40,32,20,2,1
"F00073675",2401,0,0,2,20,20,31,2,1
"F00073676",2402,0,0,2,55,42,11,2,1
"F00073677",2402,0,0,2,10,NA,36,2,1
"F00073678",2401,0,0,2,20,36,20,1,1
"F00073680",2542,0,0,2,5,24,26,2,0
"F00073682",2541,0,0,2,10,7,36,2,0
"F00073684",2541,0,0,2,10,11,39,1,0
"F00073685",2541,0,0,2,10,13,28,1,0
"F00073686",2541,0,0,2,10,30,16,1,0
"F00073690",2542,0,0,2,20,30,6,1,0
"F00073691",2542,0,0,2,20,32,21,1,0
"F00073692",2541,0,0,2,20,36,18,2,0
"F00073693",2542,0,0,2,20,40,21,2,0
"F00073694",2542,0,0,2,20,47,6,3,0
"F00073695",2542,0,0,2,20,47,10,1,0
"F00073696",2541,0,0,2,20,NA,6,3,0
"F00073700",2542,0,0,2,30,41,20,2,0
"F00073702",2541,0,0,2,30,54,2,1,0
"F00073705",2542,0,0,2,40,35,4,3,0
"F00073706",2541,0,0,2,40,36,16,2,0
"F00073707",2541,0,0,2,40,NA,16,2,0
"F00073708",2541,0,0,2,40,48,2,1,0
"F00073709",2541,0,0,2,45,53,2,3,0
"F00073710",2541,0,0,2,60,45,12,1,0
"F00073711",2542,0,0,2,60,49,4,2,0
"F00073713",2542,0,0,2,20,21,29,2,1
"F00073715",2542,0,0,2,40,44,11,2,1
"F00073717",2542,0,0,2,5,19,27,2,1
"F00073718",2541,0,0,2,20,30,21,2,1
"F00073719",2541,0,0,2,20,35,15,3,1
"F00073720",2541,0,0,2,40,50,3,1,1
"F00073721",2541,0,0,2,40,50,13,2,1
"F00073722",2688,0,0,2,10,NA,26,1,0
"F00073723",2688,0,0,2,10,44,12,2,0
"F00073725",2688,0,0,2,20,15,20,2,0
"F00073727",2688,0,0,2,20,30,14,3,0
"F00073728",2688,0,0,2,20,43,14,1,0
"F00073731",2688,0,0,2,20,53,7,2,0
"F00073734",2688,0,0,2,40,25,12,2,0
"F00073736",2688,0,0,2,40,40,17,1,0
"F00073737",2688,0,0,2,40,46,10,2,0
"F00073741",2688,0,0,2,10,50,7,3,1
"F00073748",2688,0,0,2,30,NA,24,3,1
"F00073750",2688,0,0,2,20,53,5,1,1
"F00073751",2688,0,0,2,30,48,8,2,1
